conversation,speaker,chapter_per_conversation
" We get influenced by the thoughts, words and actions
 of other people. We have to be very strong and protected
 and that can happen if we practice not getting influenced
 by the energy around us. Right now we are quite vulnerable.
 So everything thats happening around us creates an impact.
 We should take care of ourselves and the people around us,
 if someone is trying to do something, do not create a single
 thought of doubt or negativity. If we create thoughts of
 doubt and fear for the child, we disempower the child. Let
 us create only powerful thoughts, you can do it, we have
 faith in you.' Even if the child does not have the power, he
 will get empowered by the parents and succeed. Today in
 the corporate sector they are saying we motivate our people.
 Motivation will not happen with words. Your subordinate is
 late every day; you motivate him by saying I am sure you
 will do it. But your thinking is 'I know him, he is not going
 to come on time; he will always be like this.
 Thoughts and words are different. So when we say we are
 family and we are friends and we are there for each other, let
 it not be just in words. There should be harmony between
 thoughts and words, and that's the simplest thing to take
 care of in relationships. Let there be no conflict between
 what we are thinking and what we are saying. When there
 is a difference, there is also a conflict in the energy that the
 opposite person receives. Remember, that the thought energy
 travels faster.
 ",SS,6
" Don't you think today's world is like this? We say
 'wow, you are wearing such a nice shirt' Inside we are
 thinking 'he doesn't have taste'
 ",SO,6
" Why did we say 'wow, you are wearing a nice shirt?
 ",SS,6
" A lot of people talk like that. We pick it up from
 everyone around us.
 ",SO,6
" But why do I say to you that your shirt is very nice?
 ",SS,6
" To please people.
 ",SO,6
" To please people. This is extremely important. We are
 saying it to make people happy. Now, happiness is not words
 happiness is energy, it is vibrations, it is feelings. I am sending
 a word out by paying a compliment to your shirt, and I am
 also sending other thoughts saying horrible shirt, horrible
 choice, no taste at all. So what's the total energy that comes
 to you? In fact vibration reaches faster and is much more
 powerful than the words.
 ",SS,6
" He will know that I did not like his shirt.
 ",SO,6
" He won't be able to catch your thoughts. We can't catch
 people's thoughts. The mind needs to be really very silent
 to be able to catch peoples thoughts, but we can catch the
 feelings, the vibrations. That is why sometimes after meeting
 people and having a polite conversation, we still feel, I don't
 think they really meant what they said, they were nice to talk
 to but I don't feel anything nice after they left.' The foundation
 of this relationship is false, so it's no relationship at all. If
 I send this conflicting energy to you, you will doubt
 intentions and then you will always doubt my intention.
 Then there is no trust in this relationship; one word and the
 relationship is over because there was no foundation. So we
 need to ask ourselves what are we doing
 One option is: I don't say that you are wearing a nice shirt
 if I am not convinced that it is nice. If I don't feel it's nice, I
 shouldn't say it's nice; it's integrity. If at all I still want to say
 it's nice, first let 'me understand that its nice, by creating
 a thought: okay I might not like a white shirt but that's just
 my choices your choice is nice for you. Create this thought
 and then say it. I keep working on myself till my thought
 and words are in harmony and then I communicate. That
 is communication
 ",SS,6
" If I say you are wearing something nice and actually
 I do not mean it, what happens to me? What am I doing
 to myself, to my soul, to my personality?
 ",SO,6
" I am cheating myself. I am not honest to myself, what I
 think, I don't do. There is disharmony between my thoughts,
 words and actions; I think something else, I say something
 else; and I do something else. There is disharmony and this
 disharmony will then continue. Again I will think I have to
 do this, but my words and actions will not follow, which will
 reduce my will power. It's going to be damaging for us and
 that is why our will power is low today.
 ",SS,6
" We understood the four types of sanskars, which
 is the fifth type?
 ",SO,6
" The fifth sanskar are the original sanskars. When I
 understand my original sanskar, it is easy to take care of
 the other four. Past birth sanskars not in my control
 sanskars from family - not in my control; sanskars from the
 environment not in my control; will power - in my control
 I can create new sanskars through my will power but even
 will power gets activated when I understand my original
 sanskar, my original nature, and that's the original nature of
 every human soul on this planet. Every being is originally
 pure, affectionate, peaceful, blissful and powerful. Every being
 has this nature and we are looking for it outside because we
 have forgotten that this is my nature. Spirituality shifts our
 belief from I want happiness and peace to the truth that I am
 a peaceful being; I am a blissful being; I am a powerful being.
 And then it becomes natural and the whole perspective
 will change. If I want peace, then I am always seeking outside.
 If I understand, I am peace, then I become a giver. So it ends
 our looking for happiness, asking for love, and we start sharing
 our peace, love and happiness with all. It automatically flows
 from us to the people around us. Like when we are stressed
 we don't have to consciously give it to others, all who come in
 our energy field automatically receive it and are influenced. Similarly by being in our natural state of peace and
 happiness, we don't have to give it, it will naturally radiate and
 be felt by family and friends. Energy is like an infection
 we catch it from the people around us",SS,6
